어장명,정점,정점2,위도,경도,어장종류,년도,월,일,기상,수심(m),수온(저),수온(차이),염분(저),Ph(저),DO(저),COD(저),NH4-N(저),NO3-N(저),NO2-N(저),DIN(저),TN(저),DIP(저),TP(저),SIO2-SI(저),CHL-A(저),SS(저),투명도
가로림만,8,10,36.9491666666667,126.324444444444,패류,2010,8,8,-,14.5,23.69,0.29,31.4,7.99,7.42,1.26,0.033,0.049,0.008,0.09,0.114,0.014,0.059,0.189,1.64,10.8,2
가로림만,8,10,36.9491666666667,126.324444444444,패류,2010,6,8,-,17,12.87,1.68,32.39,8.2,7.45,2.09,0.016,0.098,0.004,0.118,0.205,0.011,0.025,0.059,4.35,9.2,3
가로림만,8,10,36.9491666666667,126.324444444444,패류,2010,4,3,-,15,5.38,0.02,31.86,8.01,10.45,1.3,0.016,0.169,0.003,0.188,0.272,0.023,0.065,0.347,1.51,37.4,0.8
가로림만,8,10,36.9491666666667,126.324444444444,패류,2010,2,4,-,19,3.96,0.04,32.02,8,10.51,2.06,0.005,0.164,0.001,0.17,0.252,0.021,0.055,0.533,1.01,58,0.6
가로림만,7,9,36.9313888888889,126.321388888889,패류,2010,12,1,-,14,8.59,0.26,30.81,8.37,9.37,0.99,0.008,0.125,0.005,0.138,0.682,0.022,0.025,0.273,0.71,12.6,1
가로림만,7,9,36.9313888888889,126.321388888889,패류,2010,10,6,-,15,19.78,0.01,30.09,8.14,7.64,0.79,0.001,0.075,0.037,0.113,0.116,0.016,0.041,0.292,0.74,9.8,2
가로림만,7,9,36.9313888888889,126.321388888889,패류,2010,8,8,-,15,23.71,0.64,31.38,7.91,7.34,1.26,0.01,0.035,0.006,0.051,0.053,0.008,0.066,0.135,1.97,10.6,2.1
가로림만,7,9,36.9313888888889,126.321388888889,패류,2010,6,8,-,17,14.01,1.72,32.49,8.2,7.33,2.37,0.015,0.1,0.003,0.118,0.161,0.009,0.024,0.074,3.15,14.6,2.2
가로림만,7,9,36.9313888888889,126.321388888889,패류,2010,4,3,-,17,5.57,0.04,31.83,8.02,10.41,1.72,0.021,0.141,0.004,0.166,0.307,0.021,0.037,0.32,1.85,32.4,0.7
가로림만,7,9,36.9313888888889,126.321388888889,패류,2010,2,4,-,19,3.63,0.02,32.03,8.02,10.33,1.41,0.002,0.18,0.001,0.183,0.312,0.023,0.061,0.544,1.68,59,0.5
가로림만,1,2,36.8633333333333,126.318888888889,패류,2010,12,1,-,1.2,7.45,0,30.67,8.37,9.57,3.23,0.014,0.106,0.006,0.126,0.659,0.022,0.025,0.283,0.45,18.6,1.5
가로림만,1,2,36.8633333333333,126.318888888889,패류,2010,10,6,-,15,19.35,0.41,29.64,8.1,7.67,0.96,0.002,0.101,0.039,0.142,0.172,0.019,0.027,0.392,0.28,20.2,1.2
가로림만,1,2,36.8633333333333,126.318888888889,패류,2010,8,8,-,3,24.89,0.64,31.06,7.84,6.56,1.85,0.039,0.039,0.005,0.083,0.161,0.012,0.069,0.172,1.94,27.6,1.6
가로림만,1,2,36.8633333333333,126.318888888889,패류,2010,6,8,-,17.8,17.34,2.63,31.92,8.11,6.53,2.31,0.017,0.122,0.006,0.145,0.2,0.014,0.026,0.208,0.82,12.6,1
가로림만,1,2,36.8633333333333,126.318888888889,패류,2010,4,3,-,16,6.58,0.08,31.59,8.15,10.84,1.66,0.009,0.042,0.001,0.052,0.265,0.009,0.075,0.09,8.3,26,1.3
가로림만,1,2,36.8633333333333,126.318888888889,패류,2010,2,4,-,17,2.18,0.01,31.97,8.13,11.17,1.39,0.005,0.087,0.001,0.093,0.233,0.01,0.064,0.32,1.53,36.6,1
가로림만,1,15,36.9930555555556,126.311111111111,김,2021,12,11,맑음,18,12.81,0.01,31.49,8.08,9.64,0.58,0.006,0.146,0.002,0.154,0.191,0.028,0.038,0.414,0.97,24.2,0.5
가로림만,1,15,36.9930555555556,126.311111111111,김,2021,10,13,맑음,17,22.17,0.13,31.23,8.09,7.31,0.86,0.006,0.053,0.041,0.1,0.137,0.021,0.025,0.231,1.06,12.4,3.1
가로림만,1,15,36.9930555555556,126.311111111111,김,2021,8,2,흐림,8,21.84,0,31.18,7.97,7.82,1.02,0.019,0.022,0.001,0.041,0.082,0.006,0.025,0.056,5.53,10,4.1
가로림만,1,15,36.9930555555556,126.311111111111,김,2021,6,9,맑음,15,14.6,0.31,31.15,8.11,9,0.9,0.016,0.126,0.007,0.149,0.194,0.014,0.026,0.052,3.6,21.8,0.9
가로림만,1,15,36.9930555555556,126.311111111111,김,2021,4,1,맑음,13,6.18,0.18,31.82,8.03,10.8,0.99,0.009,0.175,0.002,0.186,0.229,0.022,0.029,0.284,1.92,42,1
가로림만,1,15,36.9930555555556,126.311111111111,김,2021,2,24,맑음,11,3.89,0.04,31.17,7.77,11.49,0.52,0.007,0.182,0.002,0.191,0.344,0.025,0.036,0.359,2.22,19.8,0.8
가로림만,1,15,36.9930555555556,126.311111111111,김,2020,12,28,맑음,12,7.75,0.46,31.19,8.18,9.64,0.73,0.008,0.111,0.003,0.122,0.192,0.026,0.039,0.361,1.57,11.2,3.2
가로림만,1,15,36.9930555555556,126.311111111111,김,2020,10,9,맑음,23,20.11,0.01,30.62,8.18,7.5,1.33,0.023,0.015,0.006,0.044,0.09,0.01,0.02,0.087,2.01,8.2,2.3
가로림만,1,15,36.9930555555556,126.311111111111,김,2020,8,7,흐림/비,11,20.36,0.01,31.11,8,7.45,0.77,0.016,0.036,0.02,0.072,0.118,0.012,0.024,0.126,1.35,14,2.4
가로림만,1,15,36.9930555555556,126.311111111111,김,2020,6,10,맑음,18,14.12,0.07,31.69,8.14,9.5,1.03,0.01,0.086,0.005,0.102,0.199,0.012,0.028,0.025,3.2,92.33,2.4
가로림만,1,15,36.9930555555556,126.311111111111,김,2020,4,9,맑음,19,8.05,0.02,31.67,7.93,9.92,1.1,0.009,0.173,0.003,0.185,0.212,0.022,0.058,0.265,3.3,46.6,0.5
가로림만,1,15,36.9930555555556,126.311111111111,김,2020,2,7,맑음,6,5.87,0.02,31.11,8.09,10.35,1.3,0.009,0.183,0.002,0.195,0.215,0.027,0.038,0.392,1.24,32.6,1.5
가로림만,1,15,36.9930555555556,126.311111111111,미역,2019,12,30,흐림,19,9.68,0.09,31.84,7.97,9.53,1.8,0.007,0.095,0.002,0.104,0.218,0.019,0.045,0.257,0.93,29.4,0.9
가로림만,1,15,36.9930555555556,126.311111111111,미역,2019,10,10,흐림,6,21.05,0.62,31.01,8.05,7.39,1.88,0.01,0.087,0.044,0.141,0.18,0.024,0.037,0.32,2.04,23.6,2.3
가로림만,1,15,36.9930555555556,126.311111111111,미역,2019,8,6,맑음,9,21.32,0.5,31.52,7.97,8.27,2.3,0.029,0.012,0.002,0.044,0.077,0.008,0.022,0.113,5.13,7.8,2.9
가로림만,1,15,36.9930555555556,126.311111111111,미역,2019,6,12,맑음,12,13.98,0.02,31.64,8.11,9.63,1.27,0.011,0.065,0.004,0.08,0.238,0.01,0.032,0.009,2.76,13.6,2.8
가로림만,1,15,36.9930555555556,126.311111111111,미역,2019,4,8,맑음,10,7.27,0.03,31.58,8.1,10.76,2.52,0.01,0.119,0.003,0.131,0.311,0.013,0.034,0.157,3.31,15,1.5
가로림만,1,15,36.9930555555556,126.311111111111,미역,2019,2,14,맑음,10,3.98,0.05,31.62,8.02,10.68,1.37,0.016,0.211,0.002,0.228,0.402,0.029,0.053,0.432,0.98,72.2,1.5
가로림만,1,15,36.9930555555556,126.311111111111,미역,2016,4,7,흐림,19,6.94,0.31,32.1,7.97,10.41,1.75,0.01,0.176,0.004,0.19,0.388,0.025,0.051,0.44,1.34,41,0.5
가로림만,1,15,36.9930555555556,126.311111111111,미역,2016,2,21,맑음,20,4.29,0.01,32.15,7.97,10.95,1.75,0.01,0.222,0.002,0.234,0.385,0.03,0.061,0.555,0.21,63.4,0.2
가로림만,11,14,36.9841666666667,126.311111111111,패류,2010,12,1,-,23,10.96,0.08,30.81,8.19,8.92,0.66,0.008,0.125,0.003,0.136,0.638,0.022,0.028,0.25,0.52,5.6,1.2
가로림만,11,14,36.9841666666667,126.311111111111,패류,2010,10,6,-,21,20.59,0.23,30.91,8.11,7.34,1.04,0.001,0.048,0.028,0.077,0.079,0.012,0.015,0.16,0.19,17,2.4
가로림만,11,14,36.9841666666667,126.311111111111,패류,2010,8,8,-,24,21.67,0.41,31.63,7.91,8.2,1.38,0.032,0.013,0.004,0.049,0.066,0.001,0.06,0.008,1.33,12.4,3.2
가로림만,11,14,36.9841666666667,126.311111111111,패류,2010,6,8,-,25,12.13,0.29,31.81,8.22,11.94,2.07,0.015,0.106,0.003,0.124,0.162,0.011,0.026,0.059,2.35,9.2,3.3
가로림만,11,14,36.9841666666667,126.311111111111,패류,2010,4,3,-,24,4.8,0.02,31.92,7.94,10.37,2.56,0.039,0.206,0.006,0.251,0.361,0.029,0.105,0.44,0.95,35,0.3
가로림만,11,14,36.9841666666667,126.311111111111,패류,2010,2,4,-,25,4.09,0,32.03,7.97,10.47,1.33,0.004,0.182,0.001,0.187,0.32,0.027,0.062,0.569,1.01,44.4,0.6
가로림만,10,13,36.9705555555556,126.310833333333,패류,2010,12,1,-,16,9.11,0.19,30.83,8.37,9.29,0.76,0.008,0.096,0.004,0.108,0.626,0.02,0.023,0.201,0.56,18.6,1
가로림만,10,13,36.9705555555556,126.310833333333,패류,2010,10,6,-,16,20.25,0.04,30.37,8.18,7.53,0.94,0.002,0.051,0.028,0.081,0.09,0.012,0.04,0.17,1.81,8.4,2.2
가로림만,10,13,36.9705555555556,126.310833333333,패류,2010,8,8,-,17,22.22,0.99,31.58,7.94,8.08,0.96,0.016,0.017,0.004,0.037,0.106,0.005,0.067,0.05,1.68,10.8,2.1
가로림만,10,13,36.9705555555556,126.310833333333,패류,2010,6,8,-,23,12.52,0.64,31.81,8.21,9.41,2.43,0.023,0.097,0.003,0.123,0.211,0.01,0.038,0.048,3.53,5.8,2.5
가로림만,10,13,36.9705555555556,126.310833333333,패류,2010,4,3,-,20,4.85,0.02,31.91,7.94,10.33,1.84,0.022,0.187,0.003,0.212,0.323,0.028,0.046,0.398,0.84,37.2,0.5
가로림만,10,13,36.9705555555556,126.310833333333,패류,2010,2,4,-,20,4.04,0.09,32.04,7.96,11.44,1.77,0.004,0.17,0.001,0.175,0.326,0.025,0.062,0.501,1.31,49.8,0.5
가로림만,4,1,36.855,126.31,바지락,2019,12,30,맑음,13,7.7,0.03,31.8,8.01,10.46,1.53,0.012,0.122,0.003,0.137,0.165,0.024,0.038,0.379,1.03,16.4,1.9
가로림만,4,1,36.855,126.31,바지락,2019,10,10,흐림,11,20.24,0.16,31.16,8.02,7.28,1.8,0.026,0.11,0.058,0.194,0.228,0.031,0.044,0.528,1.25,10.2,1.4
가로림만,4,1,36.855,126.31,바지락,2019,8,6,맑음,13,24.91,1.54,31.29,7.86,7.42,1.82,0.044,0.063,0.007,0.113,0.163,0.02,0.044,0.391,3.21,38.6,2
