어장명,정점,정점2,위도,경도,어장종류,일시,년도,월,일,기상,수심(m),수온(표),수온(차이),염분(표),Ph(표),DO(표),COD(표),NH4-N(표),NO3-N(표),NO2-N(표),DIN(표),TN(표),DIP(표),TP(표),SIO2-SI(표),CHL-A(표),SS(표),투명도
가로림만,1,15,36.9930555555556,126.311111111111,김,2020-04-09,2020,4,9,맑음,19,8.07,0.02,31.67,8.55,9.83,0.94,0.008,0.171,0.003,0.0202807473414578,0.478220117128008,0.022,0.038,0.263,3.33,53.6,0.5
가로림만,1,15,36.9930555555556,126.311111111111,김,2020-02-07,2020,2,7,맑음,6,5.89,0.02,31.11,10.24,10.33,1.3,0.021,0.169,0.003,0.0203031907253899,0.429996094109686,0.027,0.04,0.383,1.32,16.8,1.5
가로림만,1,15,36.9930555555556,126.311111111111,미역,2019-12-30,2019,12,30,흐림,19,9.77,0.09,31.83,6.12,9.38,1.29,0.007,0.15,0.002,0.0203212010324933,0.43658294921317,0.026,0.036,0.389,0.78,18.8,0.9
가로림만,1,15,36.9930555555556,126.311111111111,미역,2019-10-10,2019,10,10,흐림,6,21.67,0.62,30.64,8.71,7.45,1.88,0.008,0.104,0.052,0.0203235917189159,0.450960471490284,0.027,0.038,0.366,2.31,14.2,2.3
가로림만,1,15,36.9930555555556,126.311111111111,미역,2019-08-06,2019,8,6,맑음,9,21.82,0.5,31.58,8.72,8.16,1.78,0.013,0.012,0.003,0.0203775887913071,0.420257164528453,0.008,0.023,0.114,0.47,7.2,2.9
가로림만,1,15,36.9930555555556,126.311111111111,미역,2019-06-12,2019,6,12,맑음,12,14,0.02,32.45,8.51,9.48,0.95,0.01,0.064,0.004,0.0204060858651064,0.471902292744587,0.009,0.027,0.008,3.09,11.4,2.8
가로림만,1,15,36.9930555555556,126.311111111111,미역,2019-04-08,2019,4,8,맑음,10,7.3,0.03,31.56,9.88,10.8,1.52,0.009,0.085,0.002,0.0204361730837263,0.450895966165903,0.009,0.035,0.083,3.7,12.4,1.5
가로림만,1,15,36.9930555555556,126.311111111111,미역,2019-02-14,2019,2,14,맑음,10,3.93,0.05,31.62,8.98,10.96,1.14,0.008,0.212,0.002,0.0204596678656526,0.415480423859402,0.028,0.05,0.427,0.87,67.6,1.5
가로림만,1,15,36.9930555555556,126.311111111111,미역,2016-04-07,2016,4,7,흐림,19,7.25,0.31,32.12,8.13,10.62,1.83,0.008,0.168,0.004,0.0204621414770372,0.415336045098775,0.024,0.046,0.433,0.54,42.2,0.5
가로림만,1,15,36.9930555555556,126.311111111111,미역,2016-02-21,2016,2,21,맑음,20,4.3,0.01,32.15,7.71,11.06,2.9,0.016,0.212,0.003,0.0204773999773897,0.422184244201984,0.03,0.063,0.55,0.23,65.6,0.2
가로림만,11,14,36.9841666666667,126.311111111111,패류,2010-12-01,2010,12,1,-,23,10.88,0.08,30.8,7.15,8.92,1.87,0.005,0.151,0.003,0.0205706695769914,0.419510041992296,0.022,0.027,0.244,0.23,16.6,1.2
가로림만,11,14,36.9841666666667,126.311111111111,패류,2010-10-06,2010,10,6,-,21,20.36,0.23,30.54,9.17,7.47,0.86,0.001,0.06,0.033,0.0206197582208552,0.48916337260905,0.015,0.041,0.212,0.46,59.8,2.4
가로림만,11,14,36.9841666666667,126.311111111111,패류,2010-08-08,2010,8,8,-,24,22.08,0.41,31.6,7.28,8.22,0.9,0.009,0.011,0.004,0.0206905472208746,0.43395400405513,0.007,0.018,0.08,2,12.2,3.2
가로림만,11,14,36.9841666666667,126.311111111111,패류,2010-06-08,2010,6,8,-,25,12.42,0.29,31.8,9.47,11.25,1.86,0.013,0.086,0.002,0.0206986579555087,0.471092847233991,0.012,0.038,0.03,1.85,5.6,3.3
가로림만,11,14,36.9841666666667,126.311111111111,패류,2010-04-03,2010,4,3,-,24,4.82,0.02,31.91,9.96,10.36,0.8,0.017,0.234,0.003,0.02072912333766,0.46630845787591,0.026,0.055,0.451,0.43,39,0.3
가로림만,11,14,36.9841666666667,126.311111111111,패류,2010-02-04,2010,2,4,-,25,4.09,0,31.94,7.77,10.56,0.31,0.004,0.189,0.003,0.0207613882026635,0.434420819462956,0.023,0.045,0.564,1.13,35.2,0.6
가로림만,10,13,36.9705555555556,126.310833333333,패류,2010-12-01,2010,12,1,-,16,9.3,0.19,30.85,8.68,9.43,0.99,0.005,0.129,0.004,0.020771206819918,0.417607537913517,0.026,0.034,0.262,0.6,18.4,1
가로림만,10,13,36.9705555555556,126.310833333333,패류,2010-10-06,2010,10,6,-,16,20.21,0.04,30.24,7.26,7.76,0.92,0.003,0.054,0.034,0.0207805286976509,0.469828785518665,0.015,0.032,0.227,0.3,5,2.2
가로림만,10,13,36.9705555555556,126.310833333333,패류,2010-08-08,2010,8,8,-,17,23.21,0.99,32.5,8.34,7.66,1.41,0.01,0.027,0.006,0.0208076161169447,0.428324717359017,0.008,0.021,0.162,1.57,8.6,2.1
가로림만,10,13,36.9705555555556,126.310833333333,패류,2010-06-08,2010,6,8,-,23,13.16,0.64,31.79,8.66,9.15,1.68,0.005,0.093,0.003,0.0208205984276719,0.438118831424768,0.011,0.033,0.055,1.8,16.6,2.5
가로림만,10,13,36.9705555555556,126.310833333333,패류,2010-04-03,2010,4,3,-,20,4.87,0.02,31.9,7.81,10.38,0.58,0.013,0.193,0.002,0.0208439899166115,0.471397250332956,0.026,0.046,0.44,0.21,27.2,0.5
가로림만,10,13,36.9705555555556,126.310833333333,패류,2010-02-04,2010,2,4,-,20,3.95,0.09,31.92,7.4,11.44,0.49,0.006,0.176,0.004,0.0208728417265229,0.431027437935709,0.027,0.04,0.56,1.13,42.8,0.5
가로림만,9,12,36.9677777777778,126.331111111111,패류,2010-12-01,2010,12,1,-,18,10.11,0.04,30.82,6.4,9.24,0.52,0.002,0.128,0.003,0.0209207750926726,0.42345133884856,0.022,0.026,0.25,0.51,32.2,1.2
가로림만,9,12,36.9677777777778,126.331111111111,패류,2010-10-06,2010,10,6,-,26,20.62,0.05,31.02,7.59,8.37,1,0.001,0.04,0.026,0.0209239733754657,0.463573244314144,0.012,0.048,0.146,0.9,6.4,1.4
가로림만,9,12,36.9677777777778,126.331111111111,패류,2010-08-08,2010,8,8,-,26,21.57,0,31.67,7.97,8.57,2.46,0.009,0.005,0.001,0.0209315136238001,0.420365890137514,0.006,0.029,0.011,1.53,13.6,4.3
가로림만,9,12,36.9677777777778,126.331111111111,패류,2010-06-08,2010,6,8,-,32,16.51,3.04,32.62,7.67,9.47,1.78,0.008,0.086,0.003,0.0209431537962519,0.46988482162549,0.003,0.024,0.095,1.39,51.6,1.4
가로림만,9,12,36.9677777777778,126.331111111111,패류,2010-04-03,2010,4,3,-,30.5,5.7,0.4,32.81,7.27,11.98,0.58,0.01,0.164,0.003,0.0209501105942763,0.496020514283426,0.023,0.044,0.375,0.18,22.6,1
가로림만,9,12,36.9677777777778,126.331111111111,패류,2010-02-04,2010,2,4,-,14.2,3.32,0.1,32.51,9.88,10.88,0.71,0.007,0.163,0.002,0.0209667700878344,0.420338378277722,0.022,0.036,0.497,1.59,11.4,1
가로림만,2,11,36.9494444444444,126.324722222222,미역,2021-12-11,2021,12,11,맑음,15,11.47,0.02,31.18,7.93,10.05,0.54,0.007,0.139,0.005,0.0209685066225939,0.428178165117204,0.026,0.032,0.419,0.77,10.2,1.1
가로림만,2,11,36.9494444444444,126.324722222222,미역,2021-10-13,2021,10,13,맑음,14,21.48,0.06,31.23,7,7.74,0.66,0.014,0.065,0.043,0.0209965583938174,0.457866414179498,0.025,0.029,0.346,0.94,9.8,1.4
가로림만,2,11,36.9494444444444,126.324722222222,미역,2021-08-02,2021,8,2,비,17,21.85,0.01,31.34,6.14,8.21,0.86,0.018,0.005,0.001,0.0210139466379769,0.461531095367643,0.006,0.036,0.064,1.63,7,3.7
가로림만,2,11,36.9494444444444,126.324722222222,미역,2021-06-09,2021,6,9,맑음,14,16.86,0.03,31.03,7.89,8.48,1.42,0.035,0.122,0.007,0.0210207714769058,0.460974284572546,0.016,0.026,0.146,2.45,18.6,0.7
가로림만,2,11,36.9494444444444,126.324722222222,미역,2021-04-01,2021,4,1,맑음,16,7.81,0.27,31.01,7.28,10.48,0.83,0.005,0.088,0.001,0.0210411870130338,0.479521125136757,0.013,0.023,0.175,2.9,19.6,0.9
가로림만,2,11,36.9494444444444,126.324722222222,미역,2021-02-24,2021,2,24,맑음,15,3.92,0,31.18,8.65,12.47,1.03,0.007,0.153,0.003,0.0210678232903592,0.498866131714151,0.022,0.042,0.323,4.6,31.6,0.3
가로림만,2,11,36.9494444444444,126.324722222222,미역,2020-12-28,2020,12,28,맑음,14,6.34,0.22,31.18,9.72,10.07,0.45,0.008,0.137,0.004,0.0210997761809267,0.45564905394758,0.024,0.041,0.342,1.22,8.6,4.5
가로림만,2,11,36.9494444444444,126.324722222222,미역,2020-10-09,2020,10,9,맑음,21,19.97,0.07,30.6,7.97,7.67,1.37,0.023,0.023,0.006,0.0211043909215368,0.457359439906682,0.01,0.022,0.098,2.02,8,3
가로림만,2,11,36.9494444444444,126.324722222222,미역,2020-08-07,2020,8,7,흐림/비,16,21.25,0.64,30.6,7.22,7.42,0.77,0.029,0.05,0.019,0.0211054890346713,0.449249789023432,0.016,0.04,0.178,1.33,17.6,1.5
가로림만,2,11,36.9494444444444,126.324722222222,미역,2020-06-10,2020,6,10,맑음,16,14.49,0.13,31.92,8.77,9.17,0.71,0.008,0.082,0.005,0.021108279034961,0.435681316650703,0.012,0.026,0.027,2.55,103,2.6
가로림만,2,11,36.9494444444444,126.324722222222,미역,2020-04-09,2020,4,9,맑음,12,8.07,0,31.69,8.17,9.88,1.26,0.008,0.174,0.003,0.021113568644505,0.46684400729101,0.022,0.038,0.274,3.37,51.6,0.6
가로림만,2,11,36.9494444444444,126.324722222222,미역,2020-02-07,2020,2,7,맑음,4,4.6,0.13,30.76,6.43,10.97,1.38,0.007,0.093,0.003,0.0211283208499663,0.472230626968645,0.019,0.031,0.301,2.25,12.8,2.2
가로림만,2,11,36.9494444444444,126.324722222222,미역,2019-12-30,2019,12,30,흐림,14,9.82,0.32,30.99,7.73,9.43,1.21,0.007,0.101,0.001,0.021135478799697,0.40422645295998,0.02,0.039,0.267,0.87,22.4,0.3
가로림만,2,11,36.9494444444444,126.324722222222,미역,2019-10-10,2019,10,10,흐림,14,20.4,0.2,30.16,7.27,7.15,2.16,0.014,0.091,0.05,0.021141066707205,0.448324797116753,0.026,0.04,0.401,1.82,11,2.1
가로림만,2,11,36.9494444444444,126.324722222222,미역,2019-08-06,2019,8,6,맑음,14,23.78,0.35,31.94,10.08,7.79,1.9,0.028,0.031,0.004,0.0211483704880811,0.460834694068043,0.013,0.035,0.256,4.03,22,2.7
가로림만,2,11,36.9494444444444,126.324722222222,미역,2019-06-12,2019,6,12,맑음,13,14.62,0.38,31.73,9.79,9.57,1.27,0.009,0.062,0.003,0.0211699494044296,0.425515500189363,0.009,0.027,0.01,3.04,10.6,2.8
가로림만,2,11,36.9494444444444,126.324722222222,미역,2019-04-08,2019,4,8,맑음,15,8.1,0.24,31.75,6.7,10.25,1.52,0.008,0.112,0.002,0.0211753502278589,0.440172523062466,0.015,0.038,0.225,2.26,11.6,1.2
가로림만,2,11,36.9494444444444,126.324722222222,미역,2019-02-14,2019,2,14,맑음,16,4.02,0,31.65,6.55,10.76,0.94,0.008,0.207,0.002,0.0211769576114602,0.404044548456408,0.028,0.049,0.425,0.78,20.8,2
가로림만,2,11,36.9494444444444,126.324722222222,미역,2016-04-07,2016,4,7,맑음,11,8.98,0.03,32.16,8.06,10.82,2.11,0.007,0.08,0.003,0.0211886825668626,0.439980726972742,0.014,0.037,0.3,3.4,31.8,0.5
가로림만,2,11,36.9494444444444,126.324722222222,미역,2016-02-21,2016,2,21,맑음,16,4.14,0.03,32.14,6.28,11.19,2.19,0.012,0.194,0.002,0.0212059103115462,0.462246345517633,0.028,0.051,0.532,0.14,37.4,0.4
가로림만,8,10,36.9491666666667,126.324444444444,패류,2010-12-01,2010,12,1,-,12,8.85,0.05,30.82,6.31,9.43,0.87,0.003,0.124,0.004,0.0212224746565335,0.412271503379835,0.024,0.026,0.269,0.31,17,0.9
가로림만,8,10,36.9491666666667,126.324444444444,패류,2010-10-06,2010,10,6,-,14.5,20.11,0.05,30.33,7.68,7.5,0.85,0.003,0.031,0.019,0.0212921130727045,0.499789013124361,0.008,0.028,0.121,1.75,7.8,1.3
가로림만,8,10,36.9491666666667,126.324444444444,패류,2010-08-08,2010,8,8,-,14.5,23.98,0.29,31.35,9.65,7.35,0.82,0.014,0.025,0.004,0.021320106589701,0.444144575705334,0.009,0.025,0.143,1.89,12.6,2
가로림만,8,10,36.9491666666667,126.324444444444,패류,2010-06-08,2010,6,8,-,17,14.55,1.68,32.23,9.21,9.02,1.06,0.008,0.092,0.003,0.0213275230932049,0.478522336815982,0.007,0.027,0.069,2.01,4.8,3
가로림만,8,10,36.9491666666667,126.324444444444,패류,2010-04-03,2010,4,3,-,15,5.4,0.02,31.85,9.59,10.6,0.5,0.012,0.191,0.004,0.021372914633248,0.467000570252366,0.026,0.041,0.429,0.75,30.8,0.8
가로림만,8,10,36.9491666666667,126.324444444444,패류,2010-02-04,2010,2,4,-,19,3.92,0.04,31.93,9.3,11.26,0.47,0.004,0.132,0.002,0.0213951524789445,0.493628851242312,0.019,0.043,0.475,1.35,32.4,0.6
가로림만,7,9,36.9313888888889,126.321388888889,패류,2010-12-01,2010,12,1,-,14,8.33,0.26,30.8,6.9,9.53,0.82,0.004,0.124,0.005,0.0214735210384242,0.42825984913275,0.023,0.025,0.281,0.68,16,1
가로림만,7,9,36.9313888888889,126.321388888889,패류,2010-10-06,2010,10,6,-,15,19.79,0.01,30.03,8.7,7.74,0.85,0.008,0.064,0.036,0.0215855720383115,0.467899614663242,0.016,0.026,0.285,1.1,6.6,2
가로림만,7,9,36.9313888888889,126.321388888889,패류,2010-08-08,2010,8,8,-,15,24.35,0.64,31.28,9.16,7.11,0.9,0.01,0.007,0.002,0.0216163700004108,0.455382916228769,0.005,0.022,0.051,1.31,6.6,2.1
가로림만,7,9,36.9313888888889,126.321388888889,패류,2010-06-08,2010,6,8,-,17,15.73,1.72,31.92,6.83,8.22,1.72,0.003,0.097,0.003,0.021624436408747,0.419720991366528,0.008,0.024,0.068,1.58,10.2,2.2
가로림만,7,9,36.9313888888889,126.321388888889,패류,2010-04-03,2010,4,3,-,17,5.61,0.04,31.68,8.56,10.41,0.58,0.02,0.148,0.003,0.0216476679011248,0.406433264880295,0.019,0.038,0.321,0.75,27.4,0.7
가로림만,7,9,36.9313888888889,126.321388888889,패류,2010-02-04,2010,2,4,-,19,3.65,0.02,32.01,9.03,10.53,0.25,0.009,0.18,0.002,0.0216576805873774,0.415981562178081,0.026,0.055,0.576,1.65,40.4,0.5
가로림만,6,8,36.9311111111111,126.344722222222,패류,2010-12-01,2010,12,1,-,8.2,7.29,0,31.05,10.9191140023679,1.2,0.64,0.009,0.121,0.004,0.134,0.892,0.023,0.029,0.306,0.15,35,0.8
가로림만,6,8,36.9311111111111,126.344722222222,패류,2010-10-06,2010,10,6,-,12,20.79,0.01,30.51,9.79,8.63,0.83,0.007,0.036,0.028,0.0217415269720368,0.441014438074033,0.013,0.018,0.15,0.19,29.2,1.4
가로림만,6,8,36.9311111111111,126.344722222222,패류,2010-08-08,2010,8,8,-,12,23.31,1.08,30.98,6.6,7.5,1.33,0.012,0.026,0.005,0.0217568155773915,0.401297119635111,0.009,0.02,0.15,1.62,8.6,1.2
가로림만,6,8,36.9311111111111,126.344722222222,패류,2010-06-08,2010,6,8,-,8.3,20.76,3.23,32.68,7.14,7.94,2.04,0.007,0.112,0.004,0.0217651583510451,0.453442493990909,0.012,0.031,0.271,0.72,23.6,0.8
가로림만,6,8,36.9311111111111,126.344722222222,패류,2010-04-03,2010,4,3,-,7.3,6.48,0.37,32.81,8.92,11.84,0.46,0.008,0.093,0.002,0.0217891781334765,0.475172194332797,0.015,0.031,0.294,0.99,29.4,0.9
가로림만,6,8,36.9311111111111,126.344722222222,패류,2010-02-04,2010,2,4,-,6.9,2,0.06,32.5,7.37,11.02,0.79,0.005,0.142,0.002,0.0218032974074595,0.454393189768708,0.022,0.047,0.491,1.64,10.8,0.5
가로림만,4,7,36.9144444444444,126.365277777778,패류,2010-12-01,2010,12,1,-,8.8,7.93,0.45,31.07,11.0550123947981,2.2,1.27,0.007,0.127,0.005,0.139,0.963,0.023,0.025,0.289,0.18,31.6,0.7
가로림만,4,7,36.9144444444444,126.365277777778,패류,2010-10-06,2010,10,6,-,13,19.77,0.25,29.84,7.96,8.78,1.15,0.002,0.054,0.034,0.0218133417773061,0.402727446207467,0.015,0.026,0.277,0.47,16.2,1.1
가로림만,4,7,36.9144444444444,126.365277777778,패류,2010-08-08,2010,8,8,-,12,24.58,0.51,30.74,8.59,7.39,1.1,0.016,0.011,0.002,0.0218176760175265,0.478136463026295,0.008,0.024,0.063,1.85,54.2,1.2
가로림만,4,7,36.9144444444444,126.365277777778,패류,2010-06-08,2010,6,8,-,9.7,22.36,1.73,32.8,6.3,7.3,1.4,0.009,0.108,0.006,0.0219009083299898,0.410775307605558,0.007,0.037,0.442,1.06,30.2,1
가로림만,4,7,36.9144444444444,126.365277777778,패류,2010-04-03,2010,4,3,-,4.1,6.93,0.52,32.71,9.27,11.91,0.96,0.007,0.08,0.002,0.0219195617665537,0.428947783615885,0.013,0.032,0.265,1.53,40,0.8
가로림만,4,7,36.9144444444444,126.365277777778,패류,2010-02-04,2010,2,4,-,7.3,1.46,0.03,32.49,6.43,12.07,0.71,0.01,0.108,0.002,0.0219199414248578,0.488787354870176,0.018,0.039,0.439,1.47,15.8,0.5
가로림만,3,6,36.8986111111111,126.348055555556,패류,2010-12-01,2010,12,1,-,8,7.66,0,30.73,6.86,9.63,0.06,0.02,0.118,0.006,0.0219356679706834,0.479135023005041,0.043,0.044,0.294,0.32,15.4,1
가로림만,3,6,36.8986111111111,126.348055555556,패류,2010-10-06,2010,10,6,-,9,19.49,0.09,29.86,8.49,7.69,1.15,0.006,0.046,0.025,0.0219786037947051,0.416417327056226,0.011,0.042,0.217,0.48,9.2,1.4
가로림만,3,6,36.8986111111111,126.348055555556,패류,2010-08-08,2010,8,8,-,6.5,24.96,0.15,31.16,9.64,6.8,1.37,0.02,0.077,0.009,0.0219803590071388,0.460876386120709,0.022,0.027,0.401,1.77,12.4,1
가로림만,3,6,36.8986111111111,126.348055555556,패류,2010-06-08,2010,6,8,-,7.2,17.99,1.43,31.48,6.66,7,1.26,0.006,0.11,0.005,0.0219931699498557,0.476144321900356,0.011,0.028,0.171,1.32,12.8,1.2
가로림만,3,6,36.8986111111111,126.348055555556,패류,2010-04-03,2010,4,3,-,8.6,6.21,0.03,31.69,6.9,10.51,1.2,0.008,0.064,0.005,0.0220307726343162,0.488765862264534,0.011,0.032,0.203,2.21,35.2,1.1
가로림만,3,6,36.8986111111111,126.348055555556,패류,2010-02-04,2010,2,4,-,7,2.41,0.05,31.7,6.01,11.03,0.99,0.007,0.119,0.002,0.0220415206090547,0.485286006331072,0.018,0.033,0.422,1.33,24.6,0.9
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2021-12-11,2021,12,11,맑음,15,10.76,0.02,31.22,9.29,9.42,0.5,0.01,0.14,0.005,0.0220636854344048,0.432332638340079,0.026,0.031,0.422,0.83,6.8,1.4
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2021-10-13,2021,10,13,맑음,12,21.24,0.03,31.12,7.83,7.46,1.06,0.021,0.072,0.044,0.0220678546489216,0.428805059462992,0.028,0.034,0.425,1.36,18.2,1.2
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2021-08-02,2021,8,2,비,18,22.97,0.23,31.4,7.95,7.57,1.22,0.028,0.007,0.001,0.0221659337147139,0.415499429650766,0.011,0.03,0.192,1.75,9.4,3.3
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2021-06-09,2021,6,9,맑음,21,18.23,0.69,30.91,8.42,7.84,1.3,0.053,0.143,0.009,0.0221665604156442,0.443249438888526,0.021,0.027,0.232,2.02,14.2,0.5
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2021-04-01,2021,4,1,맑음,13,8.63,0.76,30.13,6.43,10.24,1.07,0.005,0.084,0.002,0.0222051272424869,0.434883740285709,0.012,0.021,0.192,4.3,19.2,1.2
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2021-02-24,2021,2,24,맑음,15,4.15,0.22,31.24,10,11.41,0.79,0.007,0.117,0.003,0.0222190542076714,0.477307382543392,0.018,0.032,0.283,6,11.4,1.5
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2020-12-28,2020,12,28,맑음,8,5.26,0.01,29.51,9.46,10.29,0.41,0.011,0.117,0.004,0.0222769988770597,0.48120165160373,0.023,0.038,0.325,0.9,10.8,0.4
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2020-10-09,2020,10,9,맑음,13,19.35,0.11,30.37,8.06,7.53,1.02,0.03,0.021,0.006,0.0222943141427822,0.422628139547379,0.013,0.027,0.162,1.5,12.6,3.9
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2020-08-07,2020,8,7,흐림/비,15,22.14,0.47,29.02,9.88,6.93,0.93,0.073,0.104,0.019,0.0223289020801894,0.424324095678869,0.026,0.051,0.362,1.22,22.4,1.2
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2020-06-10,2020,6,10,맑음,18,15.36,0.85,32.3,7.43,9.07,0.71,0.008,0.061,0.003,0.0223612004029565,0.485332268638837,0.01,0.03,0.025,2.7,81.67,2.6
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2020-04-09,2020,4,9,맑음,10,8.86,0.04,31.76,8.68,9.69,1.18,0.009,0.124,0.002,0.022387406534981,0.413797976747194,0.018,0.033,0.236,4.13,54.6,0.7
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2020-02-07,2020,2,7,맑음,15,4.37,0.29,31.83,7.72,11.03,1.02,0.006,0.081,0.002,0.0224009517463855,0.482654271585881,0.018,0.03,0.292,3.08,8.6,2.1
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2019-12-30,2019,12,30,흐림,16,8.8,0.09,31.84,9.28,10.23,1.53,0.009,0.138,0.002,0.0224211663124152,0.413676417296868,0.025,0.037,0.381,0.85,19.6,1.5
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2019-10-10,2019,10,10,흐림,18,20.13,0.09,30.47,7.9,7.25,1.64,0.017,0.102,0.055,0.0224284873879515,0.418260849571727,0.029,0.042,0.474,1.58,10.6,1.5
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2019-08-06,2019,8,6,맑음,16,24.71,0.18,31.64,8.05,7.61,2.02,0.035,0.049,0.006,0.0224467250122689,0.473177610777859,0.017,0.04,0.337,3.87,19.8,1.9
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2019-06-12,2019,6,12,맑음,14,15.48,0.7,31.7,7.84,9.35,1.23,0.013,0.058,0.003,0.0224610990541987,0.443863324323524,0.009,0.027,0.031,3.04,10,2.5
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2019-04-08,2019,4,8,맑음,15,8.94,0.39,31.79,7.35,10.21,1.72,0.008,0.08,0.002,0.0224687218223698,0.436483263765332,0.015,0.035,0.225,2.52,10.6,1.2
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2019-02-14,2019,2,14,맑음,15,3.64,0.27,31.66,7.89,10.82,1.02,0.009,0.196,0.002,0.022481657306198,0.486457537741432,0.027,0.043,0.411,0.74,15.2,1.5
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2016-04-07,2016,4,7,맑음,9,9.06,0.2,32.18,6.07,10.6,2.27,0.006,0.073,0.003,0.0224829520029016,0.42251711729179,0.013,0.036,0.261,1.29,30.6,0.7
가로림만,3,5,36.8844444444444,126.341666666667,바지락,2016-02-21,2016,2,21,맑음,20,4.19,0.09,32.06,9.68,11.49,1.99,0.01,0.159,0.003,0.0224851570022292,0.424000970671433,0.023,0.039,0.487,0.31,30.8,0.7
가로림만,5,4,36.8841666666667,126.341666666667,패류,2010-12-01,2010,12,1,-,15,8.2,0.14,30.77,9.55,9.63,0.87,0.007,0.122,0.005,0.0225131148402579,0.404341889282075,0.022,0.03,0.283,3.55,66.6,0.8
가로림만,5,4,36.8841666666667,126.341666666667,패류,2010-10-06,2010,10,6,-,16,19.62,0.04,29.93,7.81,7.68,0.61,0.002,0.04,0.023,0.0225161790684797,0.481869256109362,0.01,0.045,0.179,0.14,10.2,1.3
가로림만,5,4,36.8841666666667,126.341666666667,패류,2010-08-08,2010,8,8,-,15,24.6,0.33,31.34,8.91,7,0.78,0.034,0.066,0.008,0.0225270620756783,0.496491093293302,0.018,0.026,0.331,1.44,14.6,2
